,Linear Coeff Mean,Quad Coeff Mean,Linear Coeff Std Error,Quad Coeff Std Error,Linear Coeff Std Dev,Quad Coeff Std Dev
1997.0,149.34460996064803,17.794383978843005,0.1067612775419736,0.004056308918314349,3.3743995631833408,0.12820759883390578
1998.0,149.9768956298641,17.775965761687686,0.07002190686101235,0.003071579067235737,2.2131796974063893,0.09708328058071831
1999.0,150.5916080680621,17.757433990485943,0.013607078665049127,0.0024107409253008643,0.4300784082083618,0.07619619503040521
2000.0,78.1124644444709,15.191304202104893,1.3420507919038231,0.047766464547261654,42.41814738672151,1.5097527944035938
2001.0,37.78822620824255,13.907952163868575,0.9855712946077206,0.03647934446104277,31.15091372621329,1.1530012271177794
2002.0,20.462380084623245,13.264703443970724,0.6862487499858719,0.024945125112124284,21.69023765453746,0.7884396030087999
2003.0,11.108087906514953,12.925769988343975,0.4416284632782108,0.015030375085270225,13.958533729511009,0.47506448302173465
2004.0,6.295463690523941,12.768016211850949,0.25166243397952104,0.010187058594715479,7.954284801025186,0.3219819663418347
2005.0,4.093998235959414,12.681670834580785,0.1463891273318761,0.006001233184468653,4.626915476252753,0.1896807447650747
2006.0,2.965893307474468,12.638394582526086,0.0767394186824673,0.0034746913284803113,2.4254998333010223,0.10982443420472539
2007.0,2.461047481074502,12.61818949139041,0.041262129711545345,0.0019544698670410717,1.3041705352384174,0.061774853368586576
2008.0,2.216518725234383,12.609377787886489,0.024883420050044288,0.0012943148809275791,0.7864892935021806,0.04090936029785338
2009.0,1.958325692690223,12.598706588745292,0.005561718512196804,0.00031565123157102,0.17578902154601045,0.009976776247481419
2010.0,-10.338220772955465,10.031777515714174,0.23255698109735157,0.04631501559914654,7.350419491951246,1.4638769037317443
2011.0,-16.633719151356104,8.6478823889899,0.18302344446982302,0.03456629357548117,5.784814918765577,1.092535501892183
2012.0,-19.957459531791027,8.024587807729002,0.1195240031095453,0.0224174743267207,3.7777905357511896,0.7085482425593845
2013.0,-21.53208362936246,7.7284687873151,0.07134696811039232,0.014269741068718105,2.255060856980758,0.45102315312863017
2014.0,-22.296358230319065,7.5690224961753545,0.04271916208712962,0.00864309297538003,1.3502229010859748,0.2731819048269533
2015.0,-22.670046041306694,7.487607305407864,0.028423861570529407,0.005447833517978534,0.8983918914783446,0.17218946294582244
2016.0,-22.87509939454865,7.450453482315099,0.018262109909257918,0.0033842787636340194,0.5772098004014471,0.10696676777034175
2017.0,-23.060287866954578,7.407606908323079,0.010122020822538822,0.00038349653498642586,0.31992631999630416,0.012121160124107277
2018.0,-23.355942086132917,7.249988883817093,0.009463752736994383,0.0028960298488362258,0.2991204661187557,0.0915347032357948
2019.0,-23.497807464552054,7.172387357127483,0.009355340481592707,0.0022916815973089643,0.295693884162322,0.07243309146309525
2020.0,-23.63848997215669,7.091863967564265,0.010083379263693487,0.0003657402403840245,0.3187049777429093,0.011559937608513631
2021.0,-23.687911118976377,6.865570253589734,0.007782878771964616,0.004199610611320877,0.24599314782554077,0.13273692989304894
2022.0,-23.712959298476278,6.749373045550475,0.007795658493365324,0.0032689001303536545,0.2463970759847481,0.10331999977818386
2023.0,-23.72669096176589,6.6933171154784885,0.008092509242263337,0.002098881976010552,0.2557796261047416,0.06633928130205163
2024.0,-23.73438784714705,6.6651914340764975,0.008385697450494885,0.001280461455108196,0.26504641444378224,0.04047149560468183
2025.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2026.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2027.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2028.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2029.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2030.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2031.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2032.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2033.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2034.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2035.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2036.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2037.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2038.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2039.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2040.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2041.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2042.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2043.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2044.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2045.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2046.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2047.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2048.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2049.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
2050.0,-23.739956260610533,6.637982171126681,0.008868514837737297,0.0003270236497664739,0.28030680489731147,0.010336223828801252
